"__mclCluster","EnrichmentMap::Colouring (Data Set 1)","EnrichmentMap::ES (Data Set 1)","EnrichmentMap::fdr_qvalue (Data Set 1)","EnrichmentMap::fwer_qvalue (Data Set 1)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Data Set 1)","EnrichmentMap::pvalue (Data Set 1)","name","selected","shared name","wordcloud.sync"
"21","1.0",,"1.57E-19",,"AR|ERCC1|TP53INP2|NFE2L3|PLA2G5|MAP2K5|ZBTB17|STK24|KLF5|MAPK12|LGR4|TRIM6|ABCD1|NKX3-1|CDX2|TNFRSF10A|IL6ST|HGF|JAK2|TP53BP1|WASL|TNFRSF19|SETX|SNX9|CCL1|PDGFD|BANP|PICALM|NR3C1|NUPR1|ENO1|HOXB7|GHSR|KAT6A|EREG|PRMT2|YWHAH|CST3|SLC27A1|RARA|ASXL2|VHL|PPARA|GDF11|FGFR1|SMARCA4|SLC40A1|NFIC|TAOK1|TRAF4|BMPR1B|ACTA2|PAX6|TRPV4|BIRC3|MUC20|EPAS1|DUSP7|CD80|DP2|MECOM|NBN|SMARCA2|TOB1|IQGAP1|POU2F2|IRF8|TP53|FLI1|MEF2D|MAML2|BCLAF1|KMT2A|ACKR3|SETD7|TET2|APAF1|FGF18|ITGB3|TRAF3|MYCN|TNFRSF11A|NIPBL|ITCH|APP|BAG4|CPEB3|HK2|ZSCAN21|CD24|ADCY9|PROK2|PCOLCE2|EBF1|PBX3|WDFY2|AVPR1A|WNT10B|AXL|UBTF|INSR|PRKCB|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NCL|DSCC1|PSEN1|POU3F2|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|SP100|MEF2A|MKL1|UVRAG|SFPQ|ELK4|CASS4|CLIP3|AKAP13|DISC1|PFKFB2|NR5A2|IL6R|NFKB2|RUNX2|VAV2|PTEN|NCOA3|YBX1|PGK1|PIM1|RBL1","positive regulation of cellular metabolic process","149","ENR","GO:0031325","1.8804100347590764","1.79E-22","GO:0031325","false","GO:0031325","false"
"24","0.9999953",,"3.1E-4",,"RANBP9|AR|TP53INP2|MAP2K5|STK24|MAPK12|CTSG|PRKD3|EIF5|TRIM6|COL2A1|MMP15|HGF|JAK2|TNFRSF19|CEP41|SETX|PPP2R3B|MED31|DUSP3|NUPR1|NKTR|KAT6A|EREG|PRMT2|CST3|MKNK2|RARA|UBE2J2|ASXL2|RASGRP3|HPSE|VHL|PPARA|FGFR1|BLK|HS6ST1|TAOK1|PSMB1|TRAF4|BMPR1B|IMPAD1|RAB2A|ST3GAL3|HDAC9|CISH|SPTBN4|BIRC3|MUC20|TGFBI|EPAS1|DUSP7|AKT3|RPL37A|CBL|MECOM|DAPP1|MIB2|TP53|SPTBN2|KMT2A|COPS7A|SETD7|TET2|FGF18|TRAF3|PTPRM|IKBKE|USP12|PPP1R9B|ITCH|APP|ST3GAL6|CPEB3|PTPN9|DCAF7|WNK2|HSP90B1|AXL|INSR|HIPK3|PRKCB|EIF2AK3|WDR48|CLOCK|PTPN7|RSF1|GGA2|BACE1|CAMK2G|DSCC1|FAM20C|CRTAP|ZNRF2|PSEN1|SOCS1|RPS6KA4|IL17F|ZBTB16|HIST1H1C|LIMK2|TRIM24|MEF2C|PTK2|JARID2|USP1|MEF2A|MYLIP|SFPQ|ELK4|GAD1|MYLK|CLIP3|AKAP13|PSEN2|TPR|HIPK1|MTM1|PTEN|NCOA3|PGK1|PIM1","protein metabolic process","122","ENR","GO:0019538","0.3508638306165727","4.7E-6","GO:0019538","false","GO:0019538","false"
"22","0.99904",,"0.0326",,"AR|ERCC1|NFE2L3|RNASE6|UBTF|HIPK3|HINT1|PIR|ABCD1|PDE4A|WDR48|CDX2|TWISTNB|INTS6|TP53BP1|RSF1|SETX|MED31|PLD4|NR3C1|SNAPC5|ENO1|ELL2|IRF9|PTGIS|EREG|THOC2|FANCF|TMF1|POLR3G|RARA|ATF4|ASXL2|PPARA|IREB2|TRIM24|SMARCA4|NFIC|TAOK1|OAS2|IMPAD1|SP100|PAX6|USP1|MEF2A|TAF1B|EPAS1|RPL37A|UVRAG|PTRF|NBN|SFPQ|POU2F2|TP53|SMC3|MAML2|SMC5|QKI|COPS7A|TET2|SRD5A1|CELF2|PFKFB2|NR5A2|ENSP00000452245|NBAS|RAD51D|NIPBL|ME1|PPP1R9B|AHCYL1|APP|HK2|SRSF11|RUNX2|ADCY9|LIG4|PTEN|YBX1|PGK1","cellular aromatic compound metabolic process","80","ENR","GO:0006725","0.14867823999320612","9.6E-4","GO:0006725","false","GO:0006725","false"
"14","1.0",,"5.67E-17",,"RANBP9|ERCC1|NFE2L3|MAP2K5|MAPK12|EIF5|ABCD1|TNFRSF10A|HGF|WASL|SETX|MED31|CCL1|DUSP3|NR3C1|ENO1|HOXB7|GHSR|PTGIS|EREG|YWHAH|MKNK2|SLC27A1|RARA|SERPINF1|VHL|GDF11|IREB2|SLC40A1|TAOK1|PSMB1|TRAF4|SPTBN4|BIRC3|EPAS1|CBL|CD80|IL18RAP|MECOM|NBN|SMARCA2|IQGAP1|IRF8|TP53|MEF2D|ACKR3|LIMD1|SETD7|FGF18|SLC7A11|MYCN|NBAS|NIPBL|APP|GNAQ|BAG4|HK2|ZSCAN21|ADCY9|PROK2|WNK2|WDFY2|AVPR1A|HSP90B1|WNT10B|LIN37|AXL|UBTF|TMED10|HIST1H2AE|INSR|HIPK3|HINT1|PRKCB|ITPR1|ZNF3|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|DSCC1|FAM20C|CRTAP|PSEN1|POU3F2|SOCS1|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|OAS2|SP100|USP1|SH2B3|MEF2A|OCLN|MKL1|UVRAG|MYLIP|SFPQ|ELK4|CASS4|CLIP3|AKAP13|SMC3|QKI|DISC1|FGFR1OP|PFKFB2|NR5A2|TPR|IL6R|AHCYL1|NFKB2|MTM1|RUNX2|VAV2|PTEN|NCOA3|YBX1|PGK1|PIM1|RBL1|AR|TP53INP2|PLA2G5|ZBTB17|STK24|KLF5|LGR4|TRIM6|PIR|NKX3-1|CDX2|IL6ST|JAK2|TP53BP1|TNFRSF19|PPP2R3B|SNX9|PDGFD|BANP|PICALM|NUPR1|CAST|TAX1BP1|IRF9|KAT6A|PRMT2|CST3|TMF1|POLR3G|ASXL2|SLC8A1|PPARA|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|BMPR1B|ACTA2|PAX6|TRPV4|HDAC9|CISH|MUC20|DUSP7|ZMYND8|DP2|ERBB2IP|TOB1|POU2F2|CREBZF|FLI1|MAML2|BCLAF1|KMT2A|TET2|CELF2|APAF1|ITGB3|TRAF3|TNFRSF11A|KANK2|PPP1R9B|ITCH|CPEB3|CD24|PCOLCE2|EBF1|PBX3|BHLHE41|LZTS1|HES4","regulation of cellular metabolic process","210","ENR","GO:0031323","1.6246416941107094","9.71E-20","GO:0031323","false","GO:0031323","false"
"20","0.999999999999517",,"1.21E-10",,"RANBP9|AR|ERCC1|NFE2L3|MAP2K5|KLF5|LGR4|TRIM6|ABCD1|NKX3-1|CDX2|HGF|TP53BP1|DUSP3|PICALM|NR3C1|NUPR1|CAST|ENO1|PTGIS|KAT6A|EREG|PRMT2|CST3|SLC27A1|RARA|SERPINF1|VHL|SLC8A1|PPARA|IREB2|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|PAX6|TRPV4|HDAC9|BIRC3|DUSP7|CBL|ZMYND8|DP2|MECOM|NBN|SMARCA2|TOB1|IQGAP1|IRF8|TP53|CREBZF|BCLAF1|KMT2A|LIMD1|ITGB3|NBAS|KANK2|NIPBL|PPP1R9B|ITCH|APP|GNAQ|BAG4|CPEB3|HK2|BHLHE41|WNK2|LZTS1|HES4|WNT10B|LIN37|HIST1H2AE|HIPK3|EIF2AK3|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|CRTAP|PSEN1|SOCS1|ATF4|ZBTB16|MTDH|HIST1H1C|TRIM24|MEF2C|PTK2|JARID2|SP100|SH2B3|MEF2A|OCLN|SFPQ|ELK4|FGFR1OP|TPR|NFKB2|MTM1|RUNX2|PTEN|YBX1|RBL1","negative regulation of cellular metabolic process","106","ENR","GO:0031324","0.991721462968355","4.83E-13","GO:0031324","false","GO:0031324","false"
"5","0.9999999557",,"4.56E-6",,"RANBP9|AR|ERCC1|TP53INP2|NFE2L3|PLA2G5|MAP2K5|OMD|CETP|STK24|MAPK12|CTSG|PRKD3|EIF5|TRIM6|PIR|COL2A1|ABCD1|PDE4A|MMP15|CDX2|HGF|TWISTNB|JAK2|TP53BP1|TNFRSF19|CEP41|SETX|PPP2R3B|MED31|PLD4|DUSP3|NR3C1|NUPR1|NKTR|ENO1|ELL2|IRF9|PTGIS|KAT6A|EREG|PRMT2|THOC2|CST3|MKNK2|TMF1|SLC27A1|POLR3G|RARA|UBE2J2|ASXL2|RASGRP3|HPSE|VHL|PPARA|IREB2|FGFR1|BLK|HS6ST1|SMARCA4|NFIC|TAOK1|PSMB1|TRAF4|BMPR1B|IMPAD1|RAB2A|PAX6|ST3GAL3|HDAC9|CISH|SPTBN4|BIRC3|MUC20|TAF1B|TGFBI|EPAS1|DUSP7|AKT3|RPL37A|CBL|MECOM|DAPP1|NBN|MIB2|POU2F2|TP53|SPTBN2|MAML2|KMT2A|COPS7A|SETD7|TET2|SRD5A1|CELF2|FGF18|ENSP00000452245|SLC7A11|TRAF3|PTPRM|IKBKE|NBAS|RAD51D|USP12|NIPBL|PPP1R9B|ITCH|APP|ST3GAL6|CPEB3|PTPN9|HK2|DCAF7|ADCY9|LIG4|WNK2|HSP90B1|AXL|RNASE6|UBTF|INSR|HIPK3|HINT1|PRKCB|EIF2AK3|WDR48|CLOCK|PTPN7|INTS6|RSF1|GGA2|BACE1|CAMK2G|SNAPC5|DSCC1|FAM20C|CRTAP|ZNRF2|PSEN1|SOCS1|FANCF|RPS6KA4|ATF4|IL17F|ZBTB16|HIST1H1C|LIMK2|TRIM24|MEF2C|PTK2|STAT5A|JARID2|OAS2|SP100|USP1|GPT2|MEF2A|UVRAG|MYLIP|PTRF|SFPQ|ELK4|GAD1|MYLK|CLIP3|AKAP13|SMC3|SMC5|QKI|PSEN2|PFKFB2|NR5A2|TPR|PHGDH|HIPK1|ME1|AHCYL1|MTM1|GOT1|GPC4|SRSF11|RUNX2|PTEN|NCOA3|YBX1|PGK1|PIM1","nitrogen compound metabolic process","187","ENR","GO:0006807","0.5341035157335565","4.43E-8","GO:0006807","false","GO:0006807","false"
"20","0.999999999999165",,"1.9E-10",,"RANBP9|AR|ERCC1|NFE2L3|MAP2K5|KLF5|LGR4|TRIM6|NKX3-1|CDX2|HGF|TP53BP1|DUSP3|BANP|PICALM|NR3C1|NUPR1|CAST|ENO1|PTGIS|KAT6A|EREG|PRMT2|CST3|RARA|SERPINF1|VHL|SLC8A1|PPARA|IREB2|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|PAX6|TRPV4|HDAC9|BIRC3|DUSP7|CBL|ZMYND8|DP2|MECOM|NBN|SMARCA2|TOB1|IRF8|TP53|CREBZF|BCLAF1|KMT2A|LIMD1|ITGB3|NBAS|KANK2|NIPBL|PPP1R9B|ITCH|APP|GNAQ|CPEB3|BHLHE41|WNK2|HES4|WNT10B|LIN37|HIST1H2AE|HIPK3|EIF2AK3|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|CRTAP|PSEN1|SOCS1|ATF4|ZBTB16|MTDH|HIST1H1C|TRIM24|MEF2C|JARID2|SP100|SH2B3|MEF2A|OCLN|SFPQ|ELK4|FGFR1OP|TPR|NFKB2|MTM1|RUNX2|PTEN|YBX1|RBL1","negative regulation of nitrogen compound metabolic process","100","ENR","GO:0051172","0.9721246399047171","8.35E-13","GO:0051172","false","GO:0051172","false"
"9","0.999999999818",,"2.64E-8",,"AR|AXL|PLA2G5|MAP2K5|STK24|INSR|TRIM6|NKX3-1|TNFRSF10A|IL6ST|HGF|JAK2|TNFRSF19|DAB2|SNX9|CCL1|PDGFD|NUPR1|ENO1|EREG|PSEN1|RPS6KA4|SLC27A1|GDF11|CCDC88A|TSLP|FGFR1|MEF2C|TAOK1|PTK2|TRAF4|TRPV4|MUC20|DUSP7|CD80|NBN|IQGAP1|CASS4|TP53|CLIP3|AKAP13|ACKR3|FGF18|PFKFB2|ITGB3|TRAF3|IL6R|TNFRSF11A|APP|BAG4|CD24|ADCY9|PROK2|VAV2|PTEN|WDFY2|PGK1|PIM1","positive regulation of phosphate metabolic process","58","ENR","GO:0045937","0.7578396073130169","1.82E-10","GO:0045937","false","GO:0045937","false"
"6","0.9999999999999992",,"2.69E-13",,"WNT10B|AR|ERCC1|TP53INP2|NFE2L3|MAP2K5|UBTF|ZBTB17|INSR|KLF5|PRKCB|LGR4|ING2|EIF2AK3|NKX3-1|CLOCK|CDX2|HGF|KLF7|TP53BP1|WASL|RSF1|SETX|DAB2|NCL|BANP|PICALM|NR3C1|NUPR1|ENO1|DSCC1|HOXB7|KAT6A|PSEN1|PRMT2|POU3F2|YWHAH|RPS6KA4|RARA|ATF4|ASXL2|IL17F|VHL|ZBTB16|MTDH|PPARA|HIST1H1C|TRIM24|SMARCA4|SLC40A1|MEF2C|NFIC|STAT5A|BMPR1B|SP100|ACTA2|PAX6|MEF2A|EPAS1|MKL1|CD80|DP2|MECOM|NBN|SFPQ|SMARCA2|ELK4|TOB1|POU2F2|IRF8|TP53|FLI1|MEF2D|MAML2|BCLAF1|KMT2A|SETD7|TET2|PFKFB2|NR5A2|MYCN|NIPBL|NFKB2|APP|CPEB3|ZSCAN21|RUNX2|EBF1|PBX3|NCOA3|YBX1|PIM1|RBL1","positive regulation of nucleobase-containing compound metabolic process","93","ENR","GO:0045935","1.2570247719997591","8.15E-16","GO:0045935","false","GO:0045935","false"
"21","1.0",,"4.02E-18",,"AR|ERCC1|TP53INP2|NFE2L3|PLA2G5|MAP2K5|ZBTB17|STK24|KLF5|MAPK12|LGR4|TRIM6|NKX3-1|CDX2|TNFRSF10A|IL6ST|HGF|JAK2|TP53BP1|WASL|TNFRSF19|SETX|SNX9|CCL1|PDGFD|BANP|PICALM|NR3C1|NUPR1|ENO1|HOXB7|KAT6A|EREG|PRMT2|YWHAH|SLC27A1|RARA|ASXL2|VHL|PPARA|GDF11|FGFR1|SMARCA4|SLC40A1|NFIC|TAOK1|TRAF4|BMPR1B|ACTA2|PAX6|TRPV4|BIRC3|MUC20|EPAS1|DUSP7|CD80|DP2|MECOM|NBN|SMARCA2|TOB1|IQGAP1|POU2F2|IRF8|TP53|FLI1|MEF2D|MAML2|BCLAF1|KMT2A|ACKR3|SETD7|TET2|APAF1|FGF18|ITGB3|TRAF3|MYCN|TNFRSF11A|NIPBL|ITCH|APP|BAG4|CPEB3|ZSCAN21|CD24|ADCY9|PROK2|PCOLCE2|EBF1|PBX3|WDFY2|WNT10B|UBTF|INSR|PRKCB|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NCL|DSCC1|PSEN1|POU3F2|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|SP100|MEF2A|MKL1|MYLIP|SFPQ|ELK4|CASS4|CLIP3|AKAP13|DISC1|PFKFB2|NR5A2|IL6R|NFKB2|RUNX2|PTEN|NCOA3|YBX1|PIM1|RBL1","positive regulation of nitrogen compound metabolic process","141","ENR","GO:0051173","1.739577394691553","6.44E-21","GO:0051173","false","GO:0051173","false"
"98","0.9998",,"0.0088",,"PAX6|RANBP9|SH2B3|HIPK3|OCLN|DUSP7|CBL|MECOM|HGF|IQGAP1|TP53|DUSP3|FGFR1OP|NUPR1|PSEN1|SOCS1|PPP1R9B|ITCH|SLC27A1|GNAQ|BAG4|SLC8A1|PPARA|PTEN|WNK2","negative regulation of phosphate metabolic process","25","ENR","GO:0045936","0.20555173278498312","2.0E-4","GO:0045936","false","GO:0045936","false"
"14","1.0",,"7.8E-16",,"RANBP9|ERCC1|NFE2L3|MAP2K5|MAPK12|EIF5|TNFRSF10A|HGF|WASL|SETX|MED31|CCL1|DUSP3|NR3C1|ENO1|HOXB7|PTGIS|EREG|YWHAH|MKNK2|SLC27A1|RARA|SERPINF1|VHL|GDF11|IREB2|SLC40A1|TAOK1|PSMB1|TRAF4|SPTBN4|BIRC3|EPAS1|CBL|CD80|IL18RAP|MECOM|NBN|SMARCA2|IQGAP1|IRF8|TP53|MEF2D|ACKR3|LIMD1|SETD7|FGF18|SLC7A11|MYCN|NBAS|NIPBL|APP|GNAQ|BAG4|ZSCAN21|ADCY9|PROK2|WNK2|WDFY2|HSP90B1|WNT10B|LIN37|UBTF|TMED10|HIST1H2AE|INSR|HIPK3|HINT1|PRKCB|ZNF3|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|DSCC1|CRTAP|PSEN1|POU3F2|SOCS1|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|OAS2|SP100|USP1|SH2B3|MEF2A|OCLN|MKL1|UVRAG|MYLIP|SFPQ|ELK4|CASS4|CLIP3|AKAP13|QKI|DISC1|FGFR1OP|PFKFB2|NR5A2|TPR|IL6R|AHCYL1|NFKB2|MTM1|RUNX2|PTEN|NCOA3|YBX1|PIM1|RBL1|AR|TP53INP2|PLA2G5|ZBTB17|STK24|KLF5|LGR4|TRIM6|PIR|NKX3-1|CDX2|IL6ST|JAK2|TP53BP1|TNFRSF19|PPP2R3B|SNX9|PDGFD|BANP|PICALM|NUPR1|CAST|TAX1BP1|IRF9|KAT6A|PRMT2|CST3|TMF1|POLR3G|ASXL2|SLC8A1|PPARA|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|BMPR1B|ACTA2|PAX6|TRPV4|HDAC9|MUC20|DUSP7|ZMYND8|DP2|ERBB2IP|TOB1|POU2F2|CREBZF|FLI1|MAML2|BCLAF1|KMT2A|TET2|CELF2|APAF1|ITGB3|TRAF3|TNFRSF11A|KANK2|PPP1R9B|ITCH|CPEB3|CD24|PCOLCE2|EBF1|PBX3|BHLHE41|HES4","regulation of nitrogen compound metabolic process","198","ENR","GO:0051171","1.510790539730952","1.69E-18","GO:0051171","false","GO:0051171","false"
,"0.9999235",,"0.0038",,"PFKFB2|NUPR1|ENO1|INSR|PSEN1|PGK1|APP","positive regulation of ATP metabolic process","7","ENR","GO:1903580","0.242021640338319","7.65E-5","GO:1903580","false","GO:1903580","false"
"9","0.99999999387",,"7.11E-7",,"AR|PLA2G5|MAP2K5|STK24|INSR|MAPK12|TRIM6|ING2|EIF2AK3|WDR48|NKX3-1|TNFRSF10A|IL6ST|HGF|JAK2|TNFRSF19|DAB2|SNX9|CCL1|PDGFD|PICALM|NUPR1|ENO1|EREG|PSEN1|RPS6KA4|SLC27A1|EBAG9|GDF11|CCDC88A|TSLP|FGFR1|MEF2C|TAOK1|PTK2|TRAF4|JARID2|TRPV4|BIRC3|MUC20|DUSP7|CD80|NBN|IQGAP1|CASS4|TP53|CLIP3|AKAP13|KMT2A|ACKR3|DISC1|APAF1|FGF18|ITGB3|TRAF3|IL6R|TNFRSF11A|NIPBL|APP|BAG4|CPEB3|CD24|ADCY9|PROK2|PCOLCE2|PTEN|WDFY2|PIM1","positive regulation of cellular protein metabolic process","68","ENR","GO:0032270","0.6148130399270234","6.13E-9","GO:0032270","false","GO:0032270","false"
"2","0.9999999999753",,"4.11E-9",,"WNT10B|LIN37|AR|ERCC1|NFE2L3|MAP2K5|HIST1H2AE|KLF5|LGR4|TRIM6|NKX3-1|CLOCK|CDX2|KLF7|TP53BP1|RSF1|DAB2|NOC2L|NR3C1|NUPR1|ENO1|KAT6A|EREG|PSEN1|PRMT2|RARA|ATF4|VHL|ZBTB16|MTDH|PPARA|HIST1H1C|FGFR1|TRIM24|SMARCA4|MEF2C|NFIC|L3MBTL1|JARID2|PHF21A|SP100|PAX6|TRPV4|HDAC9|MEF2A|ZMYND8|DP2|MECOM|NBN|SFPQ|SMARCA2|ELK4|TOB1|IRF8|TP53|CREBZF|BCLAF1|KMT2A|LIMD1|TPR|NBAS|KANK2|NIPBL|NFKB2|APP|CPEB3|RUNX2|BHLHE41|YBX1|HES4|RBL1","negative regulation of nucleobase-containing compound metabolic process","71","ENR","GO:0045934","0.8386158178123931","2.47E-11","GO:0045934","false","GO:0045934","false"
"3","0.9999999999749",,"4.14E-9",,"AR|ERCC1|TP53INP2|NFE2L3|MAP2K5|ZBTB17|KLF5|LGR4|TRIM6|PIR|NKX3-1|CDX2|HGF|JAK2|TP53BP1|WASL|SETX|MED31|BANP|PICALM|NR3C1|NUPR1|ENO1|TAX1BP1|HOXB7|IRF9|PTGIS|KAT6A|EREG|PRMT2|YWHAH|TMF1|POLR3G|RARA|ASXL2|VHL|PPARA|FGFR1|SMARCA4|SLC40A1|NFIC|PSMB1|L3MBTL1|PHF21A|BMPR1B|ACTA2|PAX6|TRPV4|HDAC9|EPAS1|ZMYND8|CD80|IL18RAP|DP2|MECOM|NBN|SMARCA2|ERBB2IP|TOB1|POU2F2|IRF8|TP53|CREBZF|FLI1|MEF2D|MAML2|BCLAF1|KMT2A|LIMD1|SETD7|TET2|CELF2|APAF1|TRAF3|MYCN|NBAS|TNFRSF11A|KANK2|NIPBL|ITCH|APP|CPEB3|ZSCAN21|EBF1|PBX3|BHLHE41|HES4|WNT10B|LIN37|UBTF|HIST1H2AE|INSR|HINT1|PRKCB|ZNF3|ING2|EIF2AK3|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|DSCC1|PSEN1|POU3F2|RPS6KA4|ATF4|IL17F|ZBTB16|MTDH|HIST1H1C|TRIM24|MEF2C|STAT5A|JARID2|OAS2|SP100|USP1|MEF2A|MKL1|SFPQ|ELK4|QKI|PFKFB2|NR5A2|TPR|AHCYL1|NFKB2|RUNX2|PTEN|NCOA3|YBX1|PIM1|RBL1","regulation of nucleobase-containing compound metabolic process","135","ENR","GO:0019219","0.83829996588791","2.51E-11","GO:0019219","false","GO:0019219","false"
"21","1.0",,"4.07E-20",,"AR|ERCC1|TP53INP2|NFE2L3|PLA2G5|MAP2K5|ZBTB17|STK24|KLF5|MAPK12|LGR4|TRIM6|ABCD1|NKX3-1|CDX2|TNFRSF10A|IL6ST|HGF|TWISTNB|JAK2|TP53BP1|WASL|TNFRSF19|SETX|SNX9|CCL1|PDGFD|BANP|PICALM|NR3C1|NUPR1|ENO1|HOXB7|GHSR|KAT6A|EREG|PRMT2|YWHAH|CST3|TMF1|SLC27A1|POLR3G|RARA|ASXL2|HPSE|VHL|PPARA|GDF11|FGFR1|SMARCA4|SLC40A1|NFIC|TAOK1|TRAF4|BMPR1B|ACTA2|PAX6|TRPV4|LY9|BIRC3|MUC20|TAF1B|EPAS1|DUSP7|CD80|DP2|MECOM|NBN|SMARCA2|TOB1|IQGAP1|POU2F2|IRF8|TP53|FLI1|MEF2D|MAML2|BCLAF1|KMT2A|ACKR3|SETD7|TET2|APAF1|FGF18|ITGB3|TRAF3|MYCN|NBAS|TNFRSF11A|NIPBL|ITCH|APP|BAG4|CPEB3|HK2|CCR2|ZSCAN21|CD24|ADCY9|PROK2|PCOLCE2|EBF1|PBX3|WDFY2|AVPR1A|WNT10B|AXL|UBTF|INSR|PRKCB|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NCL|IL17RA|DSCC1|PSEN1|POU3F2|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|SP100|MEF2A|OCLN|MKL1|UVRAG|MYLIP|SFPQ|ELK4|CASS4|CLIP3|AKAP13|QKI|DISC1|PFKFB2|NR5A2|SLAMF6|IL6R|NFKB2|GBP5|RUNX2|VAV2|PTEN|NCOA3|YBX1|PGK1|PIM1|RBL1","positive regulation of metabolic process","163","ENR","GO:0009893","1.939040559077478","3.49E-23","GO:0009893","false","GO:0009893","false"
"20","0.9999999999999867",,"4.08E-12",,"RANBP9|AR|ERCC1|NFE2L3|MAP2K5|KLF5|LGR4|TRIM6|ABCD1|NKX3-1|CDX2|HGF|TP53BP1|DUSP3|LAMA4|BANP|PICALM|NR3C1|NUPR1|CAST|ENO1|TAX1BP1|GHSR|PTGIS|KAT6A|EREG|PRMT2|CST3|TMF1|SLC27A1|RARA|SERPINF1|VHL|SLC8A1|PPARA|IREB2|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|PAX6|TRPV4|HDAC9|BIRC3|DUSP7|RPL37A|CBL|ZMYND8|DP2|MECOM|NBN|SMARCA2|ERBB2IP|TOB1|IQGAP1|IRF8|TP53|CREBZF|BCLAF1|KMT2A|LIMD1|ITGB3|MYCN|IKBKE|NBAS|PDE3B|KANK2|NIPBL|PPP1R9B|ITCH|APP|GNAQ|BAG4|CPEB3|HK2|CD24|BHLHE41|WNK2|LZTS1|HES4|WNT10B|LIN37|AXL|HIST1H2AE|HIPK3|EIF2AK3|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|CRTAP|PSEN1|POU3F2|SOCS1|RPS6KA4|ATF4|ZBTB16|MTDH|HIST1H1C|TRIM24|MEF2C|PTK2|JARID2|SP100|SH2B3|MEF2A|OCLN|SFPQ|ELK4|FGFR1OP|TPR|IL6R|NFKB2|MTM1|GOT1|RUNX2|PTEN|YBX1|RBBP4|RBL1","negative regulation of metabolic process","123","ENR","GO:0009892","1.138933983691012","1.33E-14","GO:0009892","false","GO:0009892","false"
