from	to	confidence	Tf_Regulation	PPI_Annotation	Direction_PPI	Score_PPI	Cleaned_PPI_annotation
AKT3	RHOB		0	PPrel: activated, indirect effect	<-	1	PPrel
AKT3	STAT5A		0	catalyzed by	<-	1	PPrel
AKT3	TP53		0	PPrel: inhibition, phosphorylation	-|	1	PPrel
AKT3	YWHAH		0	reaction	-	1	ECrel
ANGPT2	FGFR1		0	PPrel: activation	->	1	PPrel
ANGPT2	INSR		0	PPrel: activation	->	1	PPrel
ANGPT2	STAT5A		0	activate; reaction	->	1	ECrel
AP4S1	APP		0	complex; input	-	1	PPrel
APAF1	BIRC3		0	activate; activated by; inhibited by	->	1	PPrel
APAF1	TP53		0	GErel: expression by	<-	1	GErel
APP	ASXL2		0	predicted	-	0.64	predicted
APP	ATF4		0	predicted	-	0.64	predicted
APP	BACE1		0	catalyzed by	<-	1	PPrel
APP	BMPR1B		0	predicted	-	0.64	predicted
APP	CST3		0	predicted	-	0.64	predicted
APP	DAB2		0	predicted	-	0.99	predicted
APP	DUSP3		0	predicted	-	0.64	predicted
APP	EBF1		0	expression regulated by	<-	1	GErel
APP	FAM20C		0	activated by; catalyze; catalyzed by; complex; input	<->	1	PPrel
APP	GDF11		0	predicted	-	0.64	predicted
APP	GNA15		0	complex; input	-	1	PPrel
APP	GNAI1		0	complex; input	-	1	PPrel
APP	GNAQ		0	complex; input	-	1	PPrel
APP	HOXB7		0	predicted	-	0.64	predicted
APP	IL18RAP		0	predicted	-	0.64	predicted
APP	ING2		0	predicted	-	0.64	predicted
APP	MAPK12		0	activate	->	1	PPrel
APP	MEF2A		0	expression regulated by	<-	1	GErel
APP	MEF2C		0	expression regulated by	<-	1	GErel
APP	MEF2D		0	predicted	-	0.64	predicted
APP	NFKB2		0	activate	->	1	PPrel
APP	PHGDH		0	predicted	-	0.64	predicted
APP	PIM1		0	predicted	-	0.64	predicted
APP	POU2F2		0	expression regulated by	<-	1	GErel
APP	PSEN1		0	catalyzed by	<-	1	PPrel
APP	PSEN2		0	catalyzed by	<-	1	PPrel
APP	PTPN7		0	predicted	-	0.58	predicted
APP	QKI		0	predicted	-	0.64	predicted
APP	SLC40A1		0	predicted	-	0.99	predicted
APP	TOB1		0	predicted	-	0.64	predicted
APP	VHL		0	predicted	-	0.64	predicted
APP	WASL		0	predicted	-	0.64	predicted
APP	ZSCAN21		0	predicted	-	0.64	predicted
AR	GNAI1		0	activate	->	1	PPrel
AR	HK2	A	1			0	other
AR	HSP90B1		0	PPrel: activation; complex	->	1	PPrel
AR	IL6ST		0	expression regulates	->	1	GErel
AR	KLF5	A	1			0	other
AR	KMT2A		0	predicted	-	0.64	predicted
AR	NCOA3		0	predicted	-	1	predicted
AR	NKX3-1	A	1			0	other
AR	NR3C1		0	complex; input	-	1	PPrel
AR	PRKCB		0	predicted	-	0.64	predicted
AR	PRMT2		0	predicted	-	0.64	predicted
AR	PTEN		0	predicted	-	0.64	predicted
AR	PTPRM	A	1			0	other
AR	RANBP9		0	reaction	-	1	ECrel
AR	RARA		0	expression regulated by; expression regulates	<->	1	GErel
AR	RUNX2		0	complex; input; reaction	-	1	ECrel
AR	SCNN1A	A	1			0	other
AR	SETD7		0	predicted	-	0.64	predicted
AR	SFPQ		0	predicted	-	0.64	predicted
AR	SHB		0	predicted	-	0.64	predicted
AR	SMARCA2	A	1	reaction	-	1	ECrel
AR	SMARCA4		0	predicted	-	0.64	predicted
AR	TMF1		0	reaction	-	1	ECrel
AR	TP53		0	predicted	-	0.64	predicted
AR	TRIM24		0	reaction	-	1	ECrel
AR	USP12		0	complex	-	1	PPrel
AR	VAV2		0	predicted	-	0.64	predicted
AR	VHL		0	predicted	-	0.64	predicted
AR	WDR48		0	complex	-	1	PPrel
AR	YWHAH		0	predicted	-	0.64	predicted
AR	ZBTB16	A	1			0	other
AR	PTPN9	A	1			0	other
AR	RNASE4	A	1			0	other
ARF3	GGA2		0	predicted	-	0.64	predicted
ARF3	RAB2A		0	predicted	-	0.56	predicted
ARF3	RAB2B		0	predicted	-	0.56	predicted
ARHGAP12	RHOB		0	catalyze	->	1	PPrel
ARHGAP22	RHOB		0	catalyze	->	1	PPrel
ARHGAP23	RHOB		0	catalyze	->	1	PPrel
ARHGAP26	PTK2		0	catalyzed by; complex; input	<-	1	PPrel
ARHGAP26	RHOB		0	catalyze	->	1	PPrel
ATF4	BCLAF1		0	expression regulated by	<-	1	GErel
ATF4	CAMK2G		0	PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect	<-	1	PPrel
ATF4	CREBZF		0	predicted	-	0.98	predicted
ATF4	DISC1	A	1	expression regulates	->	1	GErel
ATF4	EIF2AK3		0	PPrel: activated by, phosphorylation	<-	1	PPrel
ATF4	MAPK12		0	PPrel: activated, indirect effect	<-	1	PPrel
ATF4	MKNK2		0	PPrel: phosphorylated by	<-	1	PPrel
ATF4	NFE2L3		0	predicted	-	0.98	predicted
ATF4	NUPR1	A	1			0	other
ATF4	POU2F2		0	expression regulated by	<-	1	GErel
ATF4	PRKCB		0	PPrel: activated by	<-	1	PPrel
ATF4	PRKD3		0	PPrel: activated by, phosphorylation	<-	1	PPrel
ATF4	RPS6KA4		0	PPrel: activated by; PPrel: phosphorylated by	<-	1	PPrel
ATF4	TRIM24		0	predicted	-	0.64	predicted
ATP2A2	CAMK2G		0	activated by	<-	1	PPrel
AVPR1A	GNA15		0	PPrel: activation; complex; input	->	1	PPrel
AVPR1A	GNAQ		0	PPrel: activation; complex; input	->	1	PPrel
AVPR1A	PLCB4		0	PPrel: activation, indirect effect	->	1	PPrel
AXL	CBL		0	predicted	-	0.64	predicted
AXL	JAK2		0	PPrel: activation	->	1	PPrel
AXL	NR3C1		0	expression regulated by	<-	1	GErel
BACE1	GGA2		0	complex; input	-	1	PPrel
BACE1	PSEN1		0	predicted	-	0.64	predicted
BAG1	CBL		0	predicted	-	0.98	predicted
BAG1	RARA		0	predicted	-	0.64	predicted
BAG4	BIRC3		0	input	-	1	other
BANP	NR3C1		0	expression regulated by	<-	1	GErel
BANP	PHF21A		0	predicted	-	0.64	predicted
BANP	PIM1		0	predicted	-	0.64	predicted
BANP	TP53		0	complex; input	-	1	PPrel
BCLAF1	CLOCK		0	predicted	-	0.54	predicted
BCLAF1	JARID2		0	predicted	-	0.54	predicted
BCLAF1	MEF2A		0	expression regulated by	<-	1	GErel
BCLAF1	NKTR		0	predicted	-	0.59	predicted
BCLAF1	SFPQ		0	predicted	-	0.98	predicted
BCLAF1	SRSF11		0	predicted	-	0.59	predicted
BCLAF1	TAX1BP1		0	predicted	-	0.65	predicted
BEGAIN	GRIN2D		0	complex; input	-	1	PPrel
BHLHE41	CLOCK		0	GErel: expression by; activated by; inhibite	<-|	1	GErel
BHLHE41	NR3C1		0	activated by; inhibite	<-|	1	PPrel
BIRC3	CLIP3		0	activated by; complex; input	<-	1	PPrel
BIRC3	DCAF7		0	predicted	-	0.64	predicted
BIRC3	NFKB2		0	GErel: expression by	<-	1	GErel
BIRC3	PSMB1		0	catalyzed by	<-	1	PPrel
BIRC3	TAX1BP1		0	catalyzed by; complex; input	<-	1	PPrel
BIRC3	TNFRSF10A		0	activated by	<-	1	PPrel
BIRC3	TNFRSF11A		0	complex; input; reaction	-	1	ECrel
BIRC3	TRAF3		0	PPrel: ubiquitination; activate; catalyze; catalyzed by; complex; input	<->	1	PPrel
BLK	CBL		0	activate	->	1	PPrel
BLK	CD79B		0	catalyze; inhibited by	|->	1	PPrel
BLK	DAPP1		0	activate	->	1	PPrel
BLK	GNAI1		0	activate; inhibited by	|->	1	PPrel
BLK	JAK2		0	reaction	-	1	ECrel
BLK	PTK2		0	activate	->	1	PPrel
BLK	VAV2		0	activate	->	1	PPrel
BMPR1B	GDF11		0	input	-	1	other
BMPR1B	MAPK12		0	PPrel: inhibition, indirect effect	-|	1	PPrel
BMPR1B	MKNK2		0	predicted	-	0.98	predicted
CACNA2D3	CAMK2G		0	PPrel: activated by, phosphorylation	<-	1	PPrel
CACNA2D3	PPP2R3B		0	PPrel: inhibited by, dephosphorylation	|-	1	PPrel
CACNA2D3	RASGRP3		0	PPrel: compound	-	1	PPrel
CALD1	ITGB5		0	complex	-	1	PPrel
CALD1	MYH11		0	catalyzed by; complex; input	<-	1	PPrel
CALD1	MYL10		0	catalyzed by; complex; input	<-	1	PPrel
CALD1	MYL12A		0	catalyzed by; complex; input	<-	1	PPrel
CALD1	MYL9		0	catalyzed by; complex; input	<-	1	PPrel
CALD1	NR3C1		0	expression regulated by	<-	1	GErel
CALD1	VCL		0	complex	-	1	PPrel
CAMK2G	ITPR1		0	PPrel: activated, indirect effect	<-	1	PPrel
CAMK2G	ITPR2		0	PPrel: activated, indirect effect	<-	1	PPrel
CAMK2G	JAK2		0	activated by; catalyze	<->	1	PPrel
CAMK2G	MEF2C		0	activate	->	1	PPrel
CAMK2G	MEF2D		0	activate	->	1	PPrel
CAMK2G	PDE3B		0	PPrel: inhibition, phosphorylation	-|	1	PPrel
CAMK2G	PDE4A		0	PPrel: inhibition, phosphorylation	-|	1	PPrel
CAMK2G	PLCB4		0	PPrel: compound	-	1	PPrel
CAMK2G	SCN1B		0	PPrel: activation, phosphorylation; reaction	->	1	ECrel
CANX	HSP90B1		0	predicted	-	1	predicted
CANX	IDH3A		0	predicted	-	0.78	predicted
CANX	TMED10		0	predicted	-	0.59	predicted
CASS4	PTK2		0	predicted	-	0.54	predicted
CAST	ITPR1		0	ECrel: compound, activated	<-	1	ECrel
CAST	ITPR2		0	ECrel: compound, activated	<-	1	ECrel
CAVIN1	COL6A1		0	predicted	-	0.59	predicted
CAVIN1	TAF1B		0	complex; input	-	1	PPrel
CAVIN1	TWISTNB		0	complex; input	-	1	PPrel
CAVIN1	UBTF		0	complex; input	-	1	PPrel
CBL	EPS15L1		0	complex; input	-	1	PPrel
CBL	EPS8		0	predicted	-	0.77	predicted
CBL	EREG		0	complex; input	-	1	PPrel
CBL	FGF18		0	complex; input	-	1	PPrel
CBL	FGFR1		0	complex; input	-	1	PPrel
CBL	HGF		0	activate; complex; input	->	1	PPrel
CBL	IL6R		0	complex; input	-	1	PPrel
CBL	IL6ST		0	complex; input	-	1	PPrel
CBL	INSR		0	PPrel: activated by, phosphorylation; activated by	<-	1	PPrel
CBL	IQGAP1		0	predicted	-	0.64	predicted
CBL	IRF8		0	predicted	-	0.77	predicted
CBL	ITCH		0	predicted	-	0.64	predicted
CBL	ITGB3		0	complex; input	-	1	PPrel
CBL	JAK2		0	activated by; complex; input	<-	1	PPrel
CBL	PTEN		0	predicted	-	0.64	predicted
CBL	SH3KBP1		0	activate; complex; input; predicted	->	1	PPrel
CBL	SNX9		0	complex; input	-	1	PPrel
CBL	SOCS1		0	reaction	-	1	ECrel
CBL	TNFRSF10A		0	predicted	-	0.64	predicted
CBL	TNFRSF11A		0	predicted	-	0.99	predicted
CBL	WASL		0	complex; input	-	1	PPrel
CBL	YWHAH		0	predicted	-	0.77	predicted
CCDC88A	DISC1		0	predicted	-	0.99	predicted
CCL1	CCR2		0	PPrel: activation, binding/association	->	1	PPrel
CCL1	GNAI1		0	complex; input	-	1	PPrel
CCL1	IRF8		0	predicted	-	0.54	predicted
CCR2	GNAI1		0	PPrel: activation; complex; input	->	1	PPrel
CCR2	JAK2		0	PPrel: activation	->	1	PPrel
CD24	FGFR1		0	predicted	-	0.64	predicted
CD48	CD53		0	predicted	-	0.59	predicted
CD48	CORO1A		0	predicted	-	0.59	predicted
CD48	RNASE6		0	predicted	-	0.92	predicted
CD53	CORO1A		0	predicted	-	0.59	predicted
CD53	FLI1		0	predicted	-	0.59	predicted
CD53	RNASE6		0	predicted	-	0.59	predicted
CD79B	DAPP1		0	activate	->	1	PPrel
CD79B	JAK2		0	complex; input; reaction	-	1	ECrel
CD79B	POU2F2		0	expression regulated by	<-	1	GErel
CD79B	PTEN		0	activate	->	1	PPrel
CD79B	SH3KBP1		0	catalyze; catalyzed by; complex; input	<->	1	PPrel
CD79B	VAV2		0	activate; reaction	->	1	ECrel
CD80	JAK2		0	reaction	-	1	ECrel
CD82	TP53		0	GErel: expression by	<-	1	GErel
CDH15	MAPK12		0	complex; input	-	1	PPrel
CDH15	PCDH10		0	input	-	1	other
CDH15	PCDH9		0	input	-	1	other
CDX2	DSC2	A	1			0	other
CDX2	PAX6		0	reaction	-	1	ECrel
CELF2	MEF2C		0	expression regulated by	<-	1	GErel
CEP128	TP53		0	predicted	-	0.64	predicted
CEP350	FGFR1OP		0	predicted	-	0.64	predicted
CEP41	CEP89		0	complex; input	-	1	PPrel
CEP41	CNTRL		0	complex	-	1	PPrel
CEP41	FGFR1OP		0	complex	-	1	PPrel
CEP89	CNTRL		0	complex; input	-	1	PPrel
CEP89	FGFR1OP		0	complex; input	-	1	PPrel
CETP	RARA		0	expression regulated by	<-	1	GErel
CHN1	RHOB		0	catalyze	->	1	PPrel
CISH	COPS7A		0	catalyzed by	<-	1	PPrel
CISH	JAK2		0	complex; inhibite; input	-|	1	PPrel
CISH	PRKCB		0	predicted	-	0.99	predicted
CISH	SOCS1		0	reaction	-	1	ECrel
CISH	STAT5A		0	GErel: expression by; PPrel: inhibition	<-|	1	GErel
CLEC10A	MUC20		0	complex; input	-	1	PPrel
CLIP1	IQGAP1		0	complex; input	-	1	PPrel
CLIP1	SMC3		0	complex; input	-	1	PPrel
CLIP1	TAOK1		0	complex; input	-	1	PPrel
CLIP1	TUBB1		0	predicted	-	0.64	predicted
CLOCK	KMT2A		0	predicted	-	0.99	predicted
CLOCK	NCOA3		0	predicted	-	0.97	predicted
CLOCK	NR3C1		0	reaction	-	1	ECrel
CLOCK	PPARA		0	reaction	-	1	ECrel
CLOCK	RARA		0	predicted	-	0.64	predicted
CNTRL	FGFR1OP		0	complex	-	1	PPrel
COCH	COL2A1		0	predicted	-	0.64	predicted
COL2A1	CRTAP		0	catalyzed by	<-	1	PPrel
COL2A1	ITGB3		0	PPrel: activation; complex; input	->	1	PPrel
COL2A1	ITGB5		0	PPrel: activation; complex; input	->	1	PPrel
COL2A1	PCOLCE2		0	activated by	<-	1	PPrel
COL2A1	PTK2		0	PPrel: activation; catalyzed by; complex; input	<->	1	PPrel
COL2A1	VCL		0	complex; input	-	1	PPrel
COL5A1	COL6A1		0	predicted	-	0.92	predicted
COL5A1	CRTAP		0	catalyzed by	<-	1	PPrel
COL5A1	ITGB3		0	complex; input	-	1	PPrel
COL5A1	ITGB5		0	complex; input	-	1	PPrel
COL5A1	PCOLCE2		0	activated by	<-	1	PPrel
COL5A1	PTK2		0	catalyzed by; complex; input	<-	1	PPrel
COL5A1	SPARC		0	predicted	-	0.97	predicted
COL5A1	VCL		0	complex; input	-	1	PPrel
COL6A1	CRTAP		0	catalyzed by	<-	1	PPrel
COL6A1	ITGB3		0	PPrel: activation; complex; input	->	1	PPrel
COL6A1	ITGB5		0	PPrel: activation; complex; input	->	1	PPrel
COL6A1	PTGIS		0	predicted	-	0.59	predicted
COL6A1	PTK2		0	PPrel: activation; catalyzed by; complex; input	<->	1	PPrel
COL6A1	VCL		0	complex; input	-	1	PPrel
COL8A2	CRTAP		0	catalyzed by	<-	1	PPrel
COL8A2	ITGB3		0	complex; input	-	1	PPrel
COL8A2	ITGB5		0	complex; input	-	1	PPrel
COL8A2	PTK2		0	catalyzed by; complex; input	<-	1	PPrel
COL8A2	VCL		0	complex; input	-	1	PPrel
COPS7A	DCAF7		0	catalyze	->	1	PPrel
COPS7A	VHL		0	catalyze	->	1	PPrel
COPS7A	ZBTB16		0	catalyze	->	1	PPrel
CORO1A	MEF2C		0	expression regulated by	<-	1	GErel
CPEB3	TOB1		0	predicted	-	0.64	predicted
CREBZF	TP53		0	predicted	-	0.64	predicted
CRTAP	VHL		0	predicted	-	0.64	predicted
CST3	FAM20C		0	activated by; catalyze; catalyzed by; complex; input	<->	1	PPrel
CTSG	F2RL2		0	PPrel: activation	->	1	PPrel
DAB2	ITGB3		0	predicted	-	1	predicted
DAB2	ITGB5		0	predicted	-	1	predicted
DAB2	PRKCB		0	predicted	-	0.64	predicted
DAB2	SH3KBP1		0	predicted	-	0.99	predicted
DAB2	SNX9		0	complex; input	-	1	PPrel
DAB2	WASL		0	complex; input	-	1	PPrel
DAPP1	VAV2		0	activated by; inhibite	<-|	1	PPrel
DDX3Y	RARA		0	predicted	-	0.54	predicted
DGKE	PLCB4		0	ECrel: compound	-	1	ECrel
DIAPH1	EREG		0	complex; input	-	1	PPrel
DIAPH1	IQGAP1		0	activated by	<-	1	PPrel
DIAPH1	MRTFA		0	activate; input	->	1	PPrel
DIAPH1	RHOB		0	complex; input	-	1	PPrel
DIAPH1	VASP		0	predicted	-	0.54	predicted
DSC2	PKP4		0	complex	-	1	PPrel
DSCC1	SMC3		0	predicted	-	0.64	predicted
DUSP3	DUSP7		0	inhibit	-|	1	other
DUSP3	MAPK12		0	PPrel: inhibition, dephosphorylation; inhibit	-|	1	PPrel
DUSP7	MAPK12		0	PPrel: inhibition, dephosphorylation; inhibite	-|	1	PPrel
EBAG9	NCOA3		0	GErel: expression by	<-	1	GErel
EBF1	FGFR1		0	expression regulates	->	1	GErel
EBF1	IRF8		0	predicted	-	0.54	predicted
EBF1	KLF5		0	reaction	-	1	ECrel
EBF1	MED31		0	reaction	-	1	ECrel
EBF1	MEF2D		0	expression regulates	->	1	GErel
EBF1	NCL		0	expression regulates	->	1	GErel
EBF1	NCOA3		0	expression regulates; reaction	->	1	GErel
EBF1	POU2F2		0	expression regulates	->	1	GErel
EBF1	RARA		0	expression regulates	->	1	GErel
EBF1	WNT10B		0	activate; inhibited by	|->	1	PPrel
ECSIT	NDUFS1		0	complex; input	-	1	PPrel
EIF2AK3	HSP90B1		0	predicted	-	0.99	predicted
EIF2AK3	IRF9		0	GErel: expression by	<-	1	GErel
EIF2AK3	NCOA3		0	predicted	-	0.65	predicted
EIF2AK3	PSEN1		0	PPrel: inhibited by	|-	1	PPrel
EIF2AK3	PSEN2		0	PPrel: inhibited by	|-	1	PPrel
EIF5	RPS4Y1		0	activate; input	->	1	PPrel
ELK4	MAPK12		0	PPrel: phosphorylated by	<-	1	PPrel
ELK4	PAX6		0	predicted	-	0.92	predicted
ELK4	SRD5A1		0	expression regulates	->	1	GErel
ELL2	INTS6		0	complex; input	-	1	PPrel
ELL2	POU2F2		0	catalyzed by; complex; input	<-	1	PPrel
ELL2	SNAPC5		0	catalyzed by; complex; input	<-	1	PPrel
ENAH	FYB1		0	complex; input	-	1	PPrel
ENO1	SMARCA4		0	expression regulated by	<-	1	GErel
ENO1	YWHAH		0	predicted	-	0.7	predicted
EPAS1	LIMD1		0	catalyzed by; complex; input	<-	1	PPrel
EPAS1	MEF2C		0	predicted	-	0.64	predicted
EPAS1	NR3C1		0	complex; input; reaction	-	1	ECrel
EPAS1	PSMB1		0	catalyzed by	<-	1	PPrel
EPAS1	SMARCA2		0	predicted	-	0.64	predicted
EPAS1	VHL		0	catalyze; catalyzed by; complex; inhibited by; input	->	1	PPrel
EPS15L1	EREG		0	complex; input	-	1	PPrel
EPS15L1	SH3KBP1		0	complex; input	-	1	PPrel
EPS15L1	SNX9		0	complex; input	-	1	PPrel
EPS15L1	WASL		0	complex; input	-	1	PPrel
EPS8	PLS3		0	predicted	-	0.65	predicted
EPS8	PTK2		0	predicted	-	0.97	predicted
EPS8	SHB		0	predicted	-	0.98	predicted
ERBIN	EREG		0	inhibite; input	-|	1	other
ERBIN	MAPK12		0	predicted	-	0.64	predicted
ERCC1	FANCF		0	complex; input	-	1	PPrel
ERCC1	NBN		0	catalyze	->	1	PPrel
ERCC1	USP1		0	inhibited by	|-	1	other
ERCC1	WDR48		0	inhibited by	|-	1	other
EREG	FGFR1		0	PPrel: activation	->	1	PPrel
EREG	INSR		0	PPrel: activation	->	1	PPrel
EREG	PTK2		0	complex; input	-	1	PPrel
EREG	SH3KBP1		0	complex; input	-	1	PPrel
EREG	SNX9		0	complex; input	-	1	PPrel
EREG	WASL		0	complex; input	-	1	PPrel
F2RL2	GNA15		0	catalyze; complex; input	->	1	PPrel
F2RL2	GNAQ		0	catalyze; complex; input	->	1	PPrel
FAM20C	HSP90B1		0	activate; catalyze; catalyzed by; complex; input	<->	1	PPrel
FANCF	USP1		0	catalyzed by; inhibited by	-	1	PPrel
FANCF	WDR48		0	catalyzed by; inhibited by	-	1	PPrel
FGF18	FGFR1		0	PPrel: activation; catalyze	->	1	PPrel
FGF18	INSR		0	PPrel: activation	->	1	PPrel
FGF18	NR3C1		0	expression regulated by	<-	1	GErel
FGFR1	HGF		0	PPrel: activated by	<-	1	PPrel
FGFR1	PDGFD		0	PPrel: activated by	<-	1	PPrel
FGFR1	PLCB4		0	PPrel: activation	->	1	PPrel
FGFR1	PRKCB		0	catalyze	->	1	PPrel
FGFR1	VHL		0	predicted	-	0.64	predicted
FLI1	MEF2A		0	predicted	-	0.92	predicted
FYB1	VASP		0	complex; input	-	1	PPrel
GAB3	PRKCB		0	catalyze	->	1	PPrel
GAB3	PRKD3		0	catalyze	->	1	PPrel
GAB3	STAT5A		0	complex; input	-	1	PPrel
GABARAPL1	GABRA5		0	PPrel: binding/association	-	1	PPrel
GABARAPL1	TAX1BP1		0	PPrel: binding/association	-	1	PPrel
GABARAPL1	TP53INP2		0	PPrel: activated by	<-	1	PPrel
GABARAPL1	UVRAG		0	activated by	<-	1	PPrel
GAD1	VAMP2		0	complex	-	1	PPrel
GBP5	IRF8		0	predicted	-	0.54	predicted
GHSR	GNA15		0	complex; input	-	1	PPrel
GHSR	GNAI1		0	PPrel: activation	->	1	PPrel
GHSR	GNAQ		0	PPrel: activation; complex; input	->	1	PPrel
GMIP	RHOB		0	catalyze	->	1	PPrel
GNA15	GNAQ		0	catalyze; catalyzed by; input	<->	1	PPrel
GNA15	GNG8		0	complex	-	1	PPrel
GNA15	GNRH1		0	complex; input	-	1	PPrel
GNA15	PLCB4		0	PPrel: activation; PPrel: activation, indirect effect; catalyze; catalyzed by; complex; input	<->	1	PPrel
GNA15	PROK2		0	complex; input	-	1	PPrel
GNA15	TAC3		0	complex; input	-	1	PPrel
GNA15	WNT10B		0	activated by	<-	1	PPrel
GNA15	GPR39		0	complex; input	-	1	PPrel
GNAI1	GNAQ		0	activated by	<-	1	PPrel
GNAI1	GNG8		0	PPrel: binding/association; PPrel: dissociation; complex; input	-	1	PPrel
GNAI1	JAK2		0	activate; activated by; inhibite	<-	1	PPrel
GNAI1	MAPK12		0	PPrel: activation; PPrel: activation, phosphorylation, indirect effect	->	1	PPrel
GNAI1	MMP15		0	PPrel: activation	->	1	PPrel
GNAI1	PLCB4		0	PPrel: activation; PPrel: activation, indirect effect; complex; input	->	1	PPrel
GNAI1	PRKCB		0	PPrel: activated by, phosphorylation	<-	1	PPrel
GNAI1	PTK2		0	inhibit	-|	1	other
GNAI1	RGS9		0	PPrel: inhibited by; catalyzed by; complex; input	-	1	PPrel
GNAI1	PTGDR2		0	complex; input	-	1	PPrel
GNAI1	TAS2R16		0	complex; input	-	1	PPrel
GNAQ	GNG8		0	complex; input	-	1	PPrel
GNAQ	GNRH1		0	complex; input	-	1	PPrel
GNAQ	PLA2G5		0	PPrel: activation	->	1	PPrel
GNAQ	PLCB4		0	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; catalyze; catalyzed by; complex; input	<->	1	PPrel
GNAQ	PROK2		0	complex; input	-	1	PPrel
GNAQ	RRAS2		0	PPrel: activation	->	1	PPrel
GNAQ	TAC3		0	complex; input	-	1	PPrel
GNAQ	WNT10B		0	activated by	<-	1	PPrel
GNAQ	GPR39		0	complex; input	-	1	PPrel
GNG8	MAPK12		0	PPrel: activation	->	1	PPrel
GNG8	PLCB4		0	PPrel: activation	->	1	PPrel
GNG8	PREX1		0	PPrel: activation	->	1	PPrel
GNG8	PRKCB		0	PPrel: activated by, phosphorylation	<-	1	PPrel
GNG8	RRAS2		0	PPrel: activation	->	1	PPrel
GNG8	WNT10B		0	activated by	<-	1	PPrel
GNRH1	NFIC		0	expression regulated by	<-	1	GErel
GNRH1	POU3F2		0	expression regulated by	<-	1	GErel
GOT1	GPT2		0	predicted	-	0.98	predicted
GOT1	NFIC		0	expression regulated by	<-	1	GErel
GPC4	HPSE		0	catalyzed by	<-	1	PPrel
GPC4	HS6ST1		0	catalyzed by	<-	1	PPrel
GPC4	PTEN		0	predicted	-	0.64	predicted
GRIN2D	PRKCB		0	PPrel: indirect effect	-	1	PPrel
H1-2	SMARCA4		0	expression regulated by	<-	1	GErel
H1-2	VHL		0	predicted	-	0.64	predicted
H1-2	YBX1		0	predicted	-	0.64	predicted
H2AC4	HDAC9		0	PPrel: binding/association	-	1	PPrel
H2AC4	NR3C1		0	expression regulated by	<-	1	GErel
H2AC4	PTEN		0	predicted	-	0.64	predicted
HDAC9	MEF2A		0	expression regulated by	<-	1	GErel
HDAC9	MEF2C		0	expression regulated by	<-	1	GErel
HDAC9	SMARCA4		0	predicted	-	0.54	predicted
HDAC9	ZBTB16		0	predicted	-	0.64	predicted
HES4	MAML2		0	GErel: expression by	<-	1	GErel
HGF	INSR		0	PPrel: activation	->	1	PPrel
