Gene	logFC	P.Value	Promoter	Enhancer	Methylation_score	nes	pval	Eigen_centrality	Page_rank	TF	Cluster
AARS2	0.0113681418348035	0.968285482555021	0.133333333333333	0.173370688762645	0.306704022095979	0	1	0	0	FALSE	999
AARSD1	-0.20074688650805	0.549845453755867	0.05	0	0.05	0	1	0	0	FALSE	999
AASDH	-0.0617088031658373	0.755213587529959	0.0641878446756496	0.0267670559610506	0.0909549006367002	0	1	0	0	FALSE	999
AASDHPPT	-0.172120755939395	0.490418831909198	0.0769230769230769	0.0613506863506863	0.138273763273763	0	1	0	0	FALSE	999
AASS	0.995546964359781	0.456288660772967	0.00480769230769231	0.0384615384615385	0.0432692307692308	0	1	0	0	FALSE	999
AATF	-0.171354295716126	0.374070743442675	0.0869565217391304	0.0123456790123457	0.0993022007514761	0	1	0	0	FALSE	999
AATK	-0.140541614536633	0.803160135057033	0.0357420357420357	0.0571658615136876	0.0929078972557233	0	1	0	0	FALSE	999
ABAT	-0.601120146793363	0.0479803120871228	0.111111111111111	0.0326745718050066	0.143785682916118	0	1	0	0	FALSE	999
ABCA1	-0.524024615311414	0.503075727101014	0	0.042998676545027	0.042998676545027	0	1	0	0	FALSE	999
ABCA10	0.0775853199361514	0.911825962626939	0	0.049645390070922	0.049645390070922	0	1	0	0	FALSE	999
ABCA11P	-1.09145206513283	0.0854307161578223	0	0	0	0	1	0	0	FALSE	999
ABCA12	-0.389899715341188	0.429683251467105	0.117647058823529	0	0.117647058823529	0	1	0	0	FALSE	999
ABCA13	-1.11190493765544	0.336212513358894	0	0	0	0	1	0	0	FALSE	999
ABCA17P	-1.57920585479822	0.223058338703711	0.0454545454545455	0.104414682539683	0.149869227994228	0	1	0	0	FALSE	999
ABCA2	0.512321305057291	0.184172675751887	0.137254901960784	0.120553795302079	0.257808697262863	0	1	0	0	FALSE	999
ABCA3	0.49024031708662	0.296086886428634	0.0454545454545455	0.104414682539683	0.149869227994228	0	1	0	0	FALSE	999
ABCA4	-1.07280384635124	0.273847685518962	0	0.025	0.025	0	1	0	0	FALSE	999
ABCA5	-1.08594207130052	0.233077868374385	0	0.0813008130081301	0.0813008130081301	0	1	0	0	FALSE	999
ABCA6	-1.97068324476019	0.0651760264546397	0	0	0	0	1	0	0	FALSE	999
ABCA7	-0.23184688398442	0.377658923945563	0.219178082191781	0.176645672220893	0.395823754412674	0	1	0	0	FALSE	999
ABCA8	0.541427544802582	0.744283019952813	0	0	0	0	1	0	0	FALSE	999
ABCA9	-0.456980872579736	0.665986900011497	0.0181818181818182	0.0151515151515152	0.0333333333333333	0	1	0	0	FALSE	999
ABCB1	-2.11542435017582	0.0651317283533205	0.0782608695652174	0.0883333787366968	0.166594248301914	0	1	0.240399897426583	0.00236768399111927	FALSE	403
ABCB10	1.43387646547505	0.0393240888420811	0.0818181818181818	0.0923485323156376	0.174166714133819	0	1	0	0	FALSE	999
ABCB11	0.140345099757138	0.740135673599897	0	0	0	0	1	0	0	FALSE	999
ABCB4	-0.597594202287537	0.288803048879637	0	0.217543859649123	0.217543859649123	0	1	0	0	FALSE	999
ABCB5	0.632910313273734	0.663730453724983	0	0.0246794871794872	0.0246794871794872	0	1	0	0	FALSE	999
ABCB6	0.534599690922509	0.419591451605342	0.160714285714286	0.192992809202733	0.353707094917019	0	1	0	0	FALSE	999
ABCB7	0.0242436975567433	0.913159526254629	0	0	0	0	1	0	0	FALSE	999
ABCB8	-0.11737874537463	0.707223250009001	0.0851063829787234	0.0120333772507686	0.097139760229492	0	1	0	0	FALSE	999
ABCB9	0.174729213129208	0.739627651476252	0.0420015760441292	0.0661111111111111	0.10811268715524	0	1	0	0	FALSE	999
ABCC1	3.37853959833067	0.0734732215017229	0.192522416478088	0.0346989490639584	0.227221365542047	0	1	6.93538414794741e-17	0.000321130378935421	FALSE	2
ABCC10	0.0751764959571455	0.823762821979401	0.0714285714285714	0.0384615384615385	0.10989010989011	0	1	0	0	FALSE	999
ABCC11	-0.348130872384177	0.238557320043652	0.09375	0.0606349206349206	0.154384920634921	0	1	0	0	FALSE	999
ABCC12	-0.481825558857266	0.626996352159349	0.333333333333333	0.0241944941862486	0.357527827519582	0	1	0	0	FALSE	999
ABCC13	-0.0484380883547768	0.864454629474739	0	0	0	0	1	0	0	FALSE	999
ABCC2	-0.18258445395792	0.619097121156842	0.0454545454545455	0	0.0454545454545455	0	1	0	0	FALSE	999
ABCC3	0.86588440407244	0.495379334466018	0.108108108108108	0.0372256662475766	0.145333774355685	0	1	0	0	FALSE	999
ABCC4	0.836894985991239	0.201012973025437	0.153846153846154	0.00986842105263158	0.163714574898785	0	1	0	0	FALSE	999
ABCC5	0.334666436143918	0.260339490137828	0	0.049505126357634	0.049505126357634	0	1	0	0	FALSE	999
ABCC6	-0.120289823860994	0.876856772476755	0	0	0	0	1	0	0	FALSE	999
ABCC6P1	-1.94054109351083	0.00463410301616661	0	0	0	0	1	0	0	FALSE	999
ABCC6P2	-2.24207564796654	0.0594860156275881	0	0	0	0	1	0	0	FALSE	999
ABCC8	0.874784107387172	0.414203274153219	0.304347826086957	0.0708994708994709	0.375247296986427	0	1	0	0	FALSE	999
ABCC9	0.870815190094403	0.502669922919749	0.45	0.3	0.75	0	1	0	0	FALSE	999
ABCD1	-0.312526175426734	0.345890683002729	0	0	0	0	1	0	0	FALSE	999
ABCD2	0.398917244322992	0.811885668056385	0	0	0	0	1	0	0	FALSE	999
ABCD3	-0.0998145364667318	0.647953943423219	0.0384615384615385	0.113484162895928	0.151945701357466	0	1	0	0	FALSE	999
ABCD4	0.00878606020899309	0.974943893957974	0.09375	0	0.09375	0	1	0	0	FALSE	999
ABCE1	0.0725405767409661	0.80564970082796	0.0216216216216216	0.00134952766531714	0.0229711492869388	0	1	0	0	FALSE	999
ABCF1	-0.0185643421639599	0.923595254574624	0.0877152018928427	0.165616952132754	0.253332154025597	0	1	0	0	FALSE	999
ABCF2	0.207193097025796	0.412940952917381	0.105263157894737	0.0666666666666667	0.171929824561403	0	1	0	0	FALSE	999
ABCF3	-0.0871774235567813	0.610309226710611	0.318181818181818	0.100158903370861	0.418340721552679	0	1	0	0	FALSE	999
ABCG1	0.456880831182207	0.358378330511714	0.0952380952380952	0.025	0.120238095238095	0	1	0	0	FALSE	999
ABCG2	1.18646355691404	0.233497486024432	0.142857142857143	0.0206971677559913	0.163554310613134	0	1	0	0	FALSE	999
ABCG4	0.417949503079947	0.480790097800874	0.146341463414634	0.04	0.186341463414634	0	1	0	0	FALSE	999
ABCG5	-1.50617522460702	0.142297936825272	0.0217391304347826	0	0.0217391304347826	0	1	0	0	FALSE	999
ABCG8	-0.0619978955724263	0.944409583868137	0.0217391304347826	0	0.0217391304347826	0	1	0	0	FALSE	999
ABHD1	0.112734575558177	0.753538866708227	0.109446237427342	0.0617538149114165	0.171200052338759	0	1	0	0	FALSE	999
ABHD10	-0.740071460424456	0.0934345657480743	0.1	0.0158374792703151	0.115837479270315	0	1	0	0	FALSE	999
ABHD11	0.240551727889968	0.344127366566733	0	0	0	0	1	0	0	FALSE	999
ABHD12	0.10230016406829	0.693270847458699	0.119047619047619	0.0550595238095238	0.174107142857143	0	1	0	0	FALSE	999
ABHD12B	-0.820870341969545	0.0468081048240578	0	0	0	0	1	0	0	FALSE	999
ABHD13	1.26709893379118	0.166014996946145	0.113924050632911	0.0843340815563038	0.198258132189215	0	1	0	0	FALSE	999
ABHD14A	0.0814165141107699	0.77112326514518	0.072	0.0810990218159336	0.153099021815934	0	1	0	0	FALSE	999
ABHD14B	-0.0563963935101208	0.861530156832682	0.072655462184874	0.0542692302146084	0.126924692399482	0	1	0	0	FALSE	999
ABHD15	0.529578821370833	0.127905721716138	0	0.0416666666666667	0.0416666666666667	0	1	0	0	FALSE	999
ABHD2	-0.395557768673484	0.152312107651513	0.0217391304347826	0.0180555555555556	0.0397946859903382	0	1	0	0	FALSE	999
ABHD3	-0.682185112395152	0.0109655053063931	0.272727272727273	0.197797854319593	0.470525127046866	0	1	0	0	FALSE	999
ABHD4	0.366889010106319	0.255797449574604	0.204761904761905	0.103464795191852	0.308226699953757	0	1	0	0	FALSE	999
ABHD5	-0.340374611582354	0.428213376447235	0.222222222222222	0	0.222222222222222	0	1	0	0	FALSE	999
ABHD6	0.265114010713217	0.542578993629908	0	0	0	0	1	0	0	FALSE	999
ABHD8	-0.109143970526449	0.77533037088049	0.0714285714285714	0	0.0714285714285714	0	1	0	0	FALSE	999
ABI1	0.00908319052266471	0.962306444255127	0.00833333333333333	0.0232763559969442	0.0316096893302776	0	1	0	0	FALSE	999
ABI2	0.253151125249333	0.607473802199406	0	0	0	0	1	0	0	FALSE	999
ABI3	0.0303226423302351	0.956861386688308	0.136363636363636	0.017175572519084	0.15353920888272	0	1	0	0	FALSE	999
ABI3BP	-0.54979070474244	0.545471324647201	0.181818181818182	0	0.181818181818182	0	1	0	0	FALSE	999
ABL1	0.213593656670856	0.45952813901846	0.0645161290322581	0.0204954954954955	0.0850116245277536	0	1	0	0	FALSE	999
ABL2	0.0876619888590797	0.701252446768481	0.0340909090909091	0.074263468013468	0.108354377104377	0	1	0	0	FALSE	999
ABLIM1	0.606147876443776	0.293349077746072	0.00161290322580645	0.0152263862534261	0.0168392894792326	0	1	0	0	FALSE	999
ABLIM2	-0.746522595332824	0.493093533811789	0.0282362105058176	0.111111111111111	0.139347321616929	0	1	0	0	FALSE	999
ABLIM3	1.3499361291793	0.30849668072428	0.03125	0.00411522633744856	0.0353652263374486	0	1	0	0	FALSE	999
ABO	0.750132617620898	0.626287651836717	0	0	0	0	1	0	0	FALSE	999
ABP1	0.606578158059021	0.716895960974415	0.173288398650961	0.062712262669461	0.236000661320422	0	1	0	0	FALSE	999
ABR	-0.581613882248922	0.410815501606237	0.0272655464190738	0.00997289627703332	0.0372384426961072	0	1	0	0	FALSE	999
ABRA	-0.252355336572646	0.523401623846317	0.029149056072133	0.0147792022792023	0.0439282583513353	0	1	0	0	FALSE	999
ABT1	-0.0385789271232908	0.892031856879486	0.227272727272727	0.0796859022831563	0.306958629555884	0	1	0	0	FALSE	999
ABTB1	-0.00653923148137903	0.987989029410726	0.0606060606060606	0.0050125313283208	0.0656185919343814	0	1	0	0	FALSE	999
ABTB2	-1.38129226137786	0.0563249679386961	0.260869565217391	0.0478070175438596	0.308676582761251	0	1	0	0	FALSE	999
ACAA1	-0.0965794258260129	0.73362250703362	0.0287769784172662	0.0606060606060606	0.0893830390233268	0	1	0	0	FALSE	999
ACAA2	-0.455721193949422	0.363720131924717	0	0.0108560794044665	0.0108560794044665	0	1	0	0	FALSE	999
ACACA	-0.243226061984675	0.446482719855767	0.0595152511040361	0.0220797720797721	0.0815950231838082	0	1	0	0	FALSE	999
ACACB	-0.585140433621429	0.158600983562943	0.181818181818182	0.121779788838612	0.303597970656794	0	1	0	0	FALSE	999
ACAD10	-0.162173652786643	0.472432453294872	0.0833333333333333	0.0822440087145969	0.16557734204793	0	1	0	0	FALSE	999
ACAD11	-0.166409882218285	0.60140329974117	0.0568181818181818	0.0369012011584295	0.0937193829766113	0	1	0	0	FALSE	999
ACAD8	-0.223339757782471	0.418563477317646	0.0330578512396694	0.0591345942622775	0.0921924455019469	0	1	0	0	FALSE	999
ACAD9	-0.451795341807984	0.0451821599107016	0.192307692307692	0.125	0.317307692307692	0	1	0	0	FALSE	999
ACADL	-0.943707243731675	0.24231296020505	0.0666666666666667	0	0.0666666666666667	0	1	0	0	FALSE	999
ACADM	-0.12964741178891	0.690378675365694	0.032967032967033	0.0734429271003345	0.106409960067367	0	1	0	0	FALSE	999
ACADS	-0.012948238279797	0.963888604092521	0.145743944636678	0.0440899669388176	0.189833911575496	0	1	0	0	FALSE	999
ACADSB	-0.144404218658796	0.79064789946505	0.04	0.0350098819579814	0.0750098819579814	0	1	0	0	FALSE	999
ACADVL	-0.225790180155636	0.316306917302138	0.150176577808157	0.122845574423118	0.273022152231274	0	1	0	0	FALSE	999
ACAN	-0.785698510995242	0.585386442072139	0	0.036144578313253	0.036144578313253	0	1	0	0	FALSE	999
ACAP1	-0.273664485647171	0.303688353310182	0.137820512820513	0.106053630432226	0.243874143252739	0	1	0	0	FALSE	999
ACAP2	-0.0483384443297288	0.817765874561904	0.2	0.0866346538615446	0.286634653861545	0	1	0	0	FALSE	999
ACAP3	-0.074646115424347	0.843906761552697	0.0853658536585366	0.172290206870777	0.257656060529314	0	1	0	0	FALSE	999
ACAT1	-0.59922196220592	0.0677578028627665	0.315789473684211	0.0300751879699248	0.345864661654135	0	1	0	0	FALSE	999
ACAT2	-0.496723086303751	0.0706002827119606	0	0.0477389174293199	0.0477389174293199	0	1	0	0	FALSE	999
ACBD3	-0.192244494737243	0.331614461531441	0.0952380952380952	0.0886409126878335	0.183879007925929	0	1	0	0	FALSE	999
ACBD4	-0.181562200281554	0.512679668229574	0.0755813953488372	0.0603389830508475	0.135920378399685	0	1	0	0	FALSE	999
ACBD5	-0.272052496301312	0.126215982857624	0	0	0	0	1	0	0	FALSE	999
ACBD6	-0.10947783718433	0.660571882370568	0.1875	0.0582214661891404	0.24572146618914	0	1	0	0	FALSE	999
ACBD7	-0.123266149163325	0.800959825646689	0.210526315789474	0.0536036036036036	0.264129919393077	0	1	0	0	FALSE	999
ACCN1	0.0744133553628767	0.91118172369287	0	0	0	0	1	0	0	FALSE	999
ACCN2	-0.689244920830054	0.532629411812819	0	0	0	0	1	0	0	FALSE	999
ACCN3	0.344508553706968	0.477822427000779	0	0	0	0	1	0	0	FALSE	999
ACCN4	0.774709036366759	0.393464624916141	0	0	0	0	1	0	0	FALSE	999
ACCN5	-0.435164882901561	0.56220187741759	0	0	0	0	1	0	0	FALSE	999
ACCS	0.92307042004406	0.421272193748132	0.00354609929078014	0.00595238095238095	0.00949848024316109	0	1	0	0	FALSE	999
ACCSL	-0.0431782021197105	0.93085618244739	0	0.00714285714285714	0.00714285714285714	0	1	0	0	FALSE	999
ACD	-0.0389614347230802	0.888847766415614	0.101123595505618	0.0908718532996546	0.191995448805273	0	1	0	0	FALSE	999
ACE	-0.167168607737613	0.493417909925117	0.295512414414853	0.104700921189763	0.400213335604616	0	1	0	0	FALSE	999
ACE2	0.642232145160507	0.357019572572295	0	0	0	0	1	0	0	FALSE	999
ACER1	0.0143774692578056	0.988521387883075	0	0	0	0	1	0	0	FALSE	999
ACER2	-1.85085144175265	0.0725939626410267	0	0	0	0	1	0	0	FALSE	999
ACER3	-0.13376445188227	0.748720855536478	0.230769230769231	0	0.230769230769231	0	1	0	0	FALSE	999
ACHE	1.3186810707105	0.421769119463898	0.06	0.0817395233903773	0.141739523390377	0	1	0	0	FALSE	999
ACIN1	-0.102064673386847	0.502718295526969	0.0381735911147676	0.0393984629918134	0.077572054106581	0	1	0	0	FALSE	999
ACLY	0.0337559752954704	0.861273981228142	0.0989010989010989	0.116913558375281	0.21581465727638	0	1	0	0	FALSE	999
ACMSD	-0.40738533944617	0.502851314113663	0	0.0137931034482759	0.0137931034482759	0	1	0	0	FALSE	999
ACN9	0.253377758832404	0.479144790830901	0.111111111111111	0.0475569358178054	0.158668046928916	0	1	0	0	FALSE	999
ACO1	0.188663230205112	0.41872445180634	0.141418647632401	0.0400438365028592	0.18146248413526	0	1	0	0	FALSE	999
ACO2	-0.00205258941920405	0.990070906164518	0.260869565217391	0.222222222222222	0.483091787439614	0	1	0	0	FALSE	999
ACOT1	-0.312484612782429	0.275267636801962	0.0859118409680208	0.0623482998865646	0.148260140854585	0	1	0	0	FALSE	999
ACOT11	-1.13881684302797	0.358818667485402	0.0512820512820513	0.133617775499253	0.184899826781304	0	1	0	0	FALSE	999
ACOT12	-0.528281817225436	0.474506337821466	0.121212121212121	0.00290697674418605	0.124119097956307	0	1	0	0	FALSE	999
ACOT13	0.507723538138618	0.616001326695352	0.0545454545454545	0.102208254496584	0.156753709042039	0	1	0	0	FALSE	999
ACOT2	-0.721495589169245	0.0508575766386528	0	0	0	0	1	0	0	FALSE	999
ACOT4	-0.764260004375766	0.352560593852439	0	0	0	0	1	0	0	FALSE	999
ACOT6	-2.19982675879501	0.036169122224536	0	0.10572895368217	0.10572895368217	0	1	0	0	FALSE	999
ACOT7	-0.418153895234796	0.410199552967781	0.0754716981132075	0.176552260459406	0.252023958572614	0	1	0	0	FALSE	999
ACOT8	-0.221720035623734	0.404732154469559	0.04	0	0.04	0	1	0	0	FALSE	999
ACOT9	-0.023991680997189	0.931834385512321	0	0	0	0	1	0	0	FALSE	999
ACOX1	-0.109320804330038	0.585507601696886	0.0625	0	0.0625	0	1	0	0	FALSE	999
ACOX2	-1.50263232425465	0.126669965976173	0	0.085327312011029	0.085327312011029	0	1	0	0	FALSE	999
ACOX3	-0.144532744679406	0.60319389384473	0.075	0	0.075	0	1	0	0	FALSE	999
ACOXL	-1.85702291603573	0.0680612006006977	0.0689655172413793	0	0.0689655172413793	0	1	0	0	FALSE	999
ACP1	0.303868272466866	0.125691490063079	0.0394088669950739	0.118469785575049	0.157878652570123	0	1	0	0	FALSE	999
ACP2	-0.0520624347250251	0.804332520735589	0.0413793103448276	0.168471720818291	0.209851031163119	0	1	0	0	FALSE	999
ACP5	-1.00482909966156	0.144386104788275	0.0333333333333333	0.142857142857143	0.176190476190476	0	1	0	0	FALSE	999
ACP6	-0.485083558473447	0.408312433722115	0	0.0520276292335116	0.0520276292335116	0	1	0	0	FALSE	999
ACPL2	-0.497049728614528	0.285074602649552	0	0.136363636363636	0.136363636363636	0	1	0	0	FALSE	999
ACPP	-1.02566232571654	0.21358758054449	0.0476190476190476	0	0.0476190476190476	0	1	0	0	FALSE	999
ACPT	-0.14083650152034	0.810978559476441	0.0416666666666667	0.168273834539749	0.209940501206416	0	1	0	0	FALSE	999
ACR	-2.84038428530164	0.00789866306821899	0.112685764777951	0.0419314280561253	0.154617192834077	0	1	6.93538414794741e-17	0.000321130378935421	FALSE	3
ACRBP	-0.147602179043984	0.903481826693781	0.27664097794313	0.0639468651560942	0.340587843099225	0	1	0	0	FALSE	999
ACRC	0.394690784974397	0.395961838535845	0	0	0	0	1	0	0	FALSE	999
ACRV1	-0.762731744820126	0.035761580298941	0.0285714285714286	0.0990574191108951	0.127628847682324	0	1	6.93538414794741e-17	0.000321130378935421	FALSE	4
ACSBG1	0.584528218240788	0.599944639508596	0.0303030303030303	0	0.0303030303030303	0	1	0	0	FALSE	999
ACSBG2	0.301475244390824	0.693988280356336	0	0.0574074074074074	0.0574074074074074	0	1	0	0	FALSE	999
ACSF2	-0.454322930306775	0.218762781408898	0.0803808496515101	0.0334821428571429	0.113862992508653	0	1	0	0	FALSE	999
ACSF3	-0.0806111036213188	0.797722622121966	0.161904761904762	0.0650475263133491	0.226952288218111	0	1	0	0	FALSE	999
ACSL1	-0.0695354296608395	0.914859387186839	0.0735294117647059	0.0726690928896811	0.146198504654387	0	1	0	0	FALSE	999
ACSL3	-0.273661411058362	0.335348599466142	0.101351351351351	0.0701135490609175	0.171464900412269	0	1	0	0	FALSE	999
ACSL4	0.166966523305521	0.468742265615441	0	0	0	0	1	0	0	FALSE	999
ACSL5	-0.265170263592116	0.149720130781767	0	0.0590191143878169	0.0590191143878169	0	1	0	0	FALSE	999
ACSL6	1.23279451616213	0.404414354146899	0.11	0.0301200395235806	0.140120039523581	0	1	0	0	FALSE	999
ACSM1	0.244400410121727	0.795733345840912	0	0	0	0	1	0	0	FALSE	999
ACSM2A	-0.0742898036995312	0.658779208729757	0	0	0	0	1	0	0	FALSE	999
ACSM2B	0.620712373097247	0.0954450856758895	0	0	0	0	1	0	0	FALSE	999
ACSM3	0.0654631713351601	0.920707317917251	0	0.00704225352112676	0.00704225352112676	0	1	0	0	FALSE	999
ACSM4	-0.0923686095467557	0.921831610718048	0.166666666666667	0.0147392290249433	0.18140589569161	0	1	0	0	FALSE	999
ACSM5	1.56001626461729	0.249463431872238	0	0	0	0	1	0	0	FALSE	999
ACSS1	0.497228413807526	0.177632145312327	0.1875	0.0397142857142857	0.227214285714286	0	1	0	0	FALSE	999
ACSS2	-0.219581065739627	0.518215117497702	0.1	0.15453216374269	0.25453216374269	0	1	0	0	FALSE	999
ACSS3	-1.93454662085221	0.216043788505938	0.235294117647059	0.0681818181818182	0.303475935828877	0	1	0	0	FALSE	999
ACTA1	-1.30298346633573	0.344583545989609	0.225806451612903	0.07468671679198	0.300493168404883	0	1	0	0	FALSE	999
ACTA2	0.662226372680052	0.0855543275106482	0.00737577639751553	0.0446428571428571	0.0520186335403727	0	1	0	0	FALSE	999
ACTB	-0.074289803699533	0.747781429121091	0.127871721137708	0.0572844488500168	0.185156169987725	0	1	0	0	FALSE	999
ACTBL2	-0.36746947767505	0.196431302133329	0	0.00284090909090909	0.00284090909090909	0	1	0	0	FALSE	999
ACTC1	0.695597091104243	0.183805495370574	0	0	0	0	1	0	0	FALSE	999
ACTG1	-0.479807421795709	0.0505529812265639	0.302083333333333	0.120593920815603	0.422677254148936	0	1	0	0	FALSE	999
ACTG2	-1.6225988182688	0.0804335799552893	0	0.0603174603174603	0.0603174603174603	0	1	0.00788721341150441	0.00347754740835819	FALSE	402
ACTL6A	-0.157546737486847	0.512595749689074	0.0588235294117647	0.0539464265652334	0.112769955976998	0	1	0	0	FALSE	999
ACTL6B	-1.29753784509414	0.199485554680485	0.411764705882353	0.107858861267041	0.519623567149394	0	1	0	0	FALSE	999
ACTL7A	-0.101277715966503	0.908703460841854	0	0.1	0.1	0	1	0	0	FALSE	999
ACTL7B	-0.515462055643385	0.492858560817454	0	0.126984126984127	0.126984126984127	0	1	0	0	FALSE	999
ACTL8	0.5077221554778	0.392808833125928	0	0	0	0	1	0	0	FALSE	999
ACTL9	-0.108314969073295	0.835744944505533	0	0.0564373897707231	0.0564373897707231	0	1	0	0	FALSE	999
ACTN1	-0.448979973872907	0.284594632361277	0.0353982300884956	0	0.0353982300884956	0	1	0	0	FALSE	999
ACTN2	-0.672138166013909	0.536092784577293	0.2	0	0.2	0	1	0	0	FALSE	999
ACTN3	0.286916488616264	0.799433878797047	0.191780821917808	0.169834307992203	0.361615129910011	0	1	0	0	FALSE	999
ACTN4	-0.248807777831772	0.245261793658643	0.158292682926829	0.140031897926635	0.298324580853464	0	1	0	0	FALSE	999
ACTR10	0.0295346953410176	0.821207155547933	0.25	0.0470271274619101	0.29702712746191	0	1	0	0	FALSE	999
ACTR1A	-0.100231082880026	0.567898893907022	0	0.0772894743482979	0.0772894743482979	0	1	0	0	FALSE	999
ACTR1B	-0.120330618151677	0.653869101667145	0.217391304347826	0.0194549703170393	0.236846274664865	0	1	0	0	FALSE	999
ACTR2	-0.145379268590585	0.44007266571683	0.104010025062657	0.0320869006943437	0.136096925757	0	1	0	0	FALSE	999
ACTR3	-0.405670701874429	0.282227791843061	0.0591187658495351	0.0402688250523895	0.0993875909019246	0	1	0	0	FALSE	999
ACTR3B	-0.338094885365187	0.195078913618693	0.0571428571428571	0.034510582010582	0.0916534391534392	0	1	0	0	FALSE	999
ACTR3C	0.0184234046877325	0.939922115093327	0	0.0907608695652174	0.0907608695652174	0	1	0	0	FALSE	999
ACTR5	0.124730501001483	0.675122323285598	0.230769230769231	0.141959845713089	0.37272907648232	0	1	0	0	FALSE	999
ACTR6	-0.122244302724826	0.577164427098437	0.0909090909090909	0.0263157894736842	0.117224880382775	0	1	0	0	FALSE	999
ACTR8	-0.149896632023047	0.389971154832101	0.176470588235294	0.0412069457230037	0.217677533958298	0	1	0	0	FALSE	999
ACTRT1	-0.074289803699533	0.572952540593711	0	0	0	0	1	0	0	FALSE	999
ACTRT2	-0.074289803699533	0.572952540593711	0.0789473684210526	0.109297626499226	0.188244994920279	0	1	0	0	FALSE	999
ACVR1	-0.278733494645855	0.781872530070563	0.094681861348528	0.0487847222222222	0.14346658357075	0	1	0	0	FALSE	999
ACVR1B	0.182483473317109	0.621952065192654	0.259259259259259	0.104166666666667	0.363425925925926	0	1	0	0	FALSE	999
ACVR1C	0.622952116867336	0.41553550177109	0.0256410256410256	0.00416666666666667	0.0298076923076923	0	1	0	0	FALSE	999
ACVR2A	0.612098744387536	0.446395988567691	0.108108108108108	0.0343563512361466	0.142464459344255	0	1	0	0	FALSE	999
ACVR2B	-0.841813058586126	0.307792080251142	0	0.0287769784172662	0.0287769784172662	0	1	0	0	FALSE	999
ACVRL1	-0.0943295517180663	0.946950037198406	0.230769230769231	0.0694444444444444	0.300213675213675	0	1	0	0	FALSE	999
ACY1	0.0172450668274928	0.962758808661892	0.072655462184874	0.0542692302146084	0.126924692399482	0	1	0	0	FALSE	999
ACY3	-2.22629285418335	0.0507097570546836	0	0	0	0	1	0	0	FALSE	999
ACYP1	-0.517511588758491	0.158366574235028	0.0575666163901458	0.0821219203572145	0.13968853674736	0	1	0	0	FALSE	999
ACYP2	-0.0954110586622811	0.747757222796254	0.15	0.0556666666666667	0.205666666666667	0	1	0	0	FALSE	999
ADA	-0.171828080975161	0.806693338320495	0.128965056843442	0.0444901833143199	0.173455240157762	0	1	0	0	FALSE	999
ADAD1	0.00241610829574768	0.995645186581209	0.04	0	0.04	0	1	0	0	FALSE	999
ADAD2	-0.402510562031869	0.341735903739727	0.05790273556231	0.118178144765845	0.176080880328155	0	1	0	0	FALSE	999
ADAL	-2.31097967501953	0.00251858219693406	0	0	0	0	1	0	0	FALSE	999
